,center_point,envelope,Nome_Munic,geometry
1405,POINT (-36.215 -7.053),"POLYGON ((-36.24 -7.078, -36.190000000000005 -7.078, -36.190000000000005 -7.028, -36.24 -7.028, -36.24 -7.078))",Olivedos,"POLYGON ((-36.24 -7.028, -36.190000000000005 -7.028, -36.190000000000005 -7.078, -36.24 -7.078, -36.24 -7.028))"
1406,POINT (-36.215 -7.003),"POLYGON ((-36.24 -7.0280000000000005, -36.190000000000005 -7.0280000000000005, -36.190000000000005 -6.978, -36.24 -6.978, -36.24 -7.0280000000000005))",Olivedos,"POLYGON ((-36.24 -6.978, -36.190000000000005 -6.978, -36.190000000000005 -7.0280000000000005, -36.24 -7.0280000000000005, -36.24 -6.978))"
1407,POINT (-36.215 -6.953),"POLYGON ((-36.24 -6.978000000000001, -36.190000000000005 -6.978000000000001, -36.190000000000005 -6.928, -36.24 -6.928, -36.24 -6.978000000000001))",Olivedos,"POLYGON ((-36.24 -6.928, -36.190000000000005 -6.928, -36.190000000000005 -6.978000000000001, -36.24 -6.978000000000001, -36.24 -6.928))"
1408,POINT (-36.215 -6.903),"POLYGON ((-36.24 -6.928, -36.190000000000005 -6.928, -36.190000000000005 -6.877999999999999, -36.24 -6.877999999999999, -36.24 -6.928))",Barra de Santa Rosa,"POLYGON ((-36.24 -6.877999999999999, -36.190000000000005 -6.877999999999999, -36.190000000000005 -6.928, -36.24 -6.928, -36.24 -6.877999999999999))"
1409,POINT (-36.215 -6.853),"POLYGON ((-36.24 -6.878, -36.190000000000005 -6.878, -36.190000000000005 -6.827999999999999, -36.24 -6.827999999999999, -36.24 -6.878))",Barra de Santa Rosa,"POLYGON ((-36.24 -6.827999999999999, -36.190000000000005 -6.827999999999999, -36.190000000000005 -6.878, -36.24 -6.878, -36.24 -6.827999999999999))"
1410,POINT (-36.215 -6.803),"POLYGON ((-36.24 -6.828, -36.190000000000005 -6.828, -36.190000000000005 -6.778, -36.24 -6.778, -36.24 -6.828))",Barra de Santa Rosa,"POLYGON ((-36.24 -6.778, -36.190000000000005 -6.778, -36.190000000000005 -6.828, -36.24 -6.828, -36.24 -6.778))"
1411,POINT (-36.215 -6.753),"POLYGON ((-36.24 -6.7780000000000005, -36.190000000000005 -6.7780000000000005, -36.190000000000005 -6.728, -36.24 -6.728, -36.24 -6.7780000000000005))",Barra de Santa Rosa,"POLYGON ((-36.24 -6.728, -36.190000000000005 -6.728, -36.190000000000005 -6.7780000000000005, -36.24 -6.7780000000000005, -36.24 -6.728))"
1412,POINT (-36.215 -6.703),"POLYGON ((-36.24 -6.728000000000001, -36.190000000000005 -6.728000000000001, -36.190000000000005 -6.678, -36.24 -6.678, -36.24 -6.728000000000001))",Sossêgo,"POLYGON ((-36.24 -6.678, -36.190000000000005 -6.678, -36.190000000000005 -6.728000000000001, -36.24 -6.728000000000001, -36.24 -6.678))"
1413,POINT (-36.215 -6.653),"POLYGON ((-36.24 -6.678, -36.190000000000005 -6.678, -36.190000000000005 -6.627999999999999, -36.24 -6.627999999999999, -36.24 -6.678))",Cuité,"POLYGON ((-36.24 -6.627999999999999, -36.190000000000005 -6.627999999999999, -36.190000000000005 -6.678, -36.24 -6.678, -36.24 -6.627999999999999))"
1414,POINT (-36.215 -6.603),"POLYGON ((-36.24 -6.628, -36.190000000000005 -6.628, -36.190000000000005 -6.577999999999999, -36.24 -6.577999999999999, -36.24 -6.628))",Baraúna,"POLYGON ((-36.24 -6.577999999999999, -36.190000000000005 -6.577999999999999, -36.190000000000005 -6.628, -36.24 -6.628, -36.24 -6.577999999999999))"
1415,POINT (-36.215 -6.553),"POLYGON ((-36.24 -6.578, -36.190000000000005 -6.578, -36.190000000000005 -6.528, -36.24 -6.528, -36.24 -6.578))",Cuité,"POLYGON ((-36.24 -6.528, -36.190000000000005 -6.528, -36.190000000000005 -6.578, -36.24 -6.578, -36.24 -6.528))"
1416,POINT (-36.215 -6.503),"POLYGON ((-36.24 -6.5280000000000005, -36.190000000000005 -6.5280000000000005, -36.190000000000005 -6.478, -36.24 -6.478, -36.24 -6.5280000000000005))",Cuité,"POLYGON ((-36.24 -6.478, -36.190000000000005 -6.478, -36.190000000000005 -6.5280000000000005, -36.24 -6.5280000000000005, -36.24 -6.478))"
1417,POINT (-36.215 -6.453),"POLYGON ((-36.24 -6.478000000000001, -36.190000000000005 -6.478000000000001, -36.190000000000005 -6.428, -36.24 -6.428, -36.24 -6.478000000000001))",Nova Floresta,"POLYGON ((-36.22619999999915 -6.43362999999772, -36.2038599999978 -6.43181999999797, -36.190000000000005 -6.431139354185964, -36.190000000000005 -6.478000000000001, -36.24 -6.478000000000001, -36.24 -6.435607366608607, -36.22619999999915 -6.43362999999772))"
1418,POINT (-36.165 -7.803),"POLYGON ((-36.19 -7.828, -36.14 -7.828, -36.14 -7.778, -36.19 -7.778, -36.19 -7.828))",Barra de São Miguel,"POLYGON ((-36.14303999999902 -7.781149999998888, -36.181939999998576 -7.783429999997679, -36.19 -7.786044753746231, -36.19 -7.778, -36.14 -7.778, -36.14 -7.781634930512096, -36.14303999999902 -7.781149999998888))"
1419,POINT (-36.165 -7.753),"POLYGON ((-36.19 -7.7780000000000005, -36.14 -7.7780000000000005, -36.14 -7.728, -36.19 -7.728, -36.19 -7.7780000000000005))",Barra de São Miguel,"POLYGON ((-36.19 -7.728, -36.14 -7.728, -36.14 -7.7780000000000005, -36.19 -7.7780000000000005, -36.19 -7.728))"
1420,POINT (-36.165 -7.703),"POLYGON ((-36.19 -7.728000000000001, -36.14 -7.728000000000001, -36.14 -7.678, -36.19 -7.678, -36.19 -7.728000000000001))",Barra de São Miguel,"POLYGON ((-36.19 -7.678, -36.14 -7.678, -36.14 -7.728000000000001, -36.19 -7.728000000000001, -36.19 -7.678))"
1421,POINT (-36.165 -7.653),"POLYGON ((-36.19 -7.678, -36.14 -7.678, -36.14 -7.627999999999999, -36.19 -7.627999999999999, -36.19 -7.678))",Barra de São Miguel,"POLYGON ((-36.19 -7.627999999999999, -36.14 -7.627999999999999, -36.14 -7.678, -36.19 -7.678, -36.19 -7.627999999999999))"
1422,POINT (-36.165 -7.603),"POLYGON ((-36.19 -7.628, -36.14 -7.628, -36.14 -7.577999999999999, -36.19 -7.577999999999999, -36.19 -7.628))",Boqueirão,"POLYGON ((-36.19 -7.577999999999999, -36.14 -7.577999999999999, -36.14 -7.628, -36.19 -7.628, -36.19 -7.577999999999999))"
1423,POINT (-36.165 -7.553),"POLYGON ((-36.19 -7.578, -36.14 -7.578, -36.14 -7.528, -36.19 -7.528, -36.19 -7.578))",Boqueirão,"POLYGON ((-36.19 -7.528, -36.14 -7.528, -36.14 -7.578, -36.19 -7.578, -36.19 -7.528))"
1424,POINT (-36.165 -7.503),"POLYGON ((-36.19 -7.5280000000000005, -36.14 -7.5280000000000005, -36.14 -7.478, -36.19 -7.478, -36.19 -7.5280000000000005))",Boqueirão,"POLYGON ((-36.19 -7.478, -36.14 -7.478, -36.14 -7.5280000000000005, -36.19 -7.5280000000000005, -36.19 -7.478))"
1425,POINT (-36.165 -7.453),"POLYGON ((-36.19 -7.478000000000001, -36.14 -7.478000000000001, -36.14 -7.428, -36.19 -7.428, -36.19 -7.478000000000001))",Boqueirão,"POLYGON ((-36.19 -7.428, -36.14 -7.428, -36.14 -7.478000000000001, -36.19 -7.478000000000001, -36.19 -7.428))"
1426,POINT (-36.165 -7.403),"POLYGON ((-36.19 -7.428, -36.14 -7.428, -36.14 -7.377999999999999, -36.19 -7.377999999999999, -36.19 -7.428))",Boqueirão,"POLYGON ((-36.19 -7.377999999999999, -36.14 -7.377999999999999, -36.14 -7.428, -36.19 -7.428, -36.19 -7.377999999999999))"
1427,POINT (-36.165 -7.353),"POLYGON ((-36.19 -7.378, -36.14 -7.378, -36.14 -7.327999999999999, -36.19 -7.327999999999999, -36.19 -7.378))",Boa Vista,"POLYGON ((-36.19 -7.327999999999999, -36.14 -7.327999999999999, -36.14 -7.378, -36.19 -7.378, -36.19 -7.327999999999999))"
1428,POINT (-36.165 -7.303),"POLYGON ((-36.19 -7.328, -36.14 -7.328, -36.14 -7.278, -36.19 -7.278, -36.19 -7.328))",Boa Vista,"POLYGON ((-36.19 -7.278, -36.14 -7.278, -36.14 -7.328, -36.19 -7.328, -36.19 -7.278))"
1429,POINT (-36.165 -7.253),"POLYGON ((-36.19 -7.2780000000000005, -36.14 -7.2780000000000005, -36.14 -7.228, -36.19 -7.228, -36.19 -7.2780000000000005))",Boa Vista,"POLYGON ((-36.19 -7.228, -36.14 -7.228, -36.14 -7.2780000000000005, -36.19 -7.2780000000000005, -36.19 -7.228))"
1430,POINT (-36.165 -7.203),"POLYGON ((-36.19 -7.228000000000001, -36.14 -7.228000000000001, -36.14 -7.178, -36.19 -7.178, -36.19 -7.228000000000001))",Boa Vista,"POLYGON ((-36.19 -7.178, -36.14 -7.178, -36.14 -7.228000000000001, -36.19 -7.228000000000001, -36.19 -7.178))"
1431,POINT (-36.165 -7.153),"POLYGON ((-36.19 -7.178, -36.14 -7.178, -36.14 -7.127999999999999, -36.19 -7.127999999999999, -36.19 -7.178))",Boa Vista,"POLYGON ((-36.19 -7.127999999999999, -36.14 -7.127999999999999, -36.14 -7.178, -36.19 -7.178, -36.19 -7.127999999999999))"
1432,POINT (-36.165 -7.103),"POLYGON ((-36.19 -7.128, -36.14 -7.128, -36.14 -7.077999999999999, -36.19 -7.077999999999999, -36.19 -7.128))",Pocinhos,"POLYGON ((-36.19 -7.077999999999999, -36.14 -7.077999999999999, -36.14 -7.128, -36.19 -7.128, -36.19 -7.077999999999999))"
1433,POINT (-36.165 -7.053),"POLYGON ((-36.19 -7.078, -36.14 -7.078, -36.14 -7.028, -36.19 -7.028, -36.19 -7.078))",Pocinhos,"POLYGON ((-36.19 -7.028, -36.14 -7.028, -36.14 -7.078, -36.19 -7.078, -36.19 -7.028))"
1434,POINT (-36.165 -7.003),"POLYGON ((-36.19 -7.0280000000000005, -36.14 -7.0280000000000005, -36.14 -6.978, -36.19 -6.978, -36.19 -7.0280000000000005))",Olivedos,"POLYGON ((-36.19 -6.978, -36.14 -6.978, -36.14 -7.0280000000000005, -36.19 -7.0280000000000005, -36.19 -6.978))"
1435,POINT (-36.165 -6.953),"POLYGON ((-36.19 -6.978000000000001, -36.14 -6.978000000000001, -36.14 -6.928, -36.19 -6.928, -36.19 -6.978000000000001))",Barra de Santa Rosa,"POLYGON ((-36.19 -6.928, -36.14 -6.928, -36.14 -6.978000000000001, -36.19 -6.978000000000001, -36.19 -6.928))"
1436,POINT (-36.165 -6.903),"POLYGON ((-36.19 -6.928, -36.14 -6.928, -36.14 -6.877999999999999, -36.19 -6.877999999999999, -36.19 -6.928))",Barra de Santa Rosa,"POLYGON ((-36.19 -6.877999999999999, -36.14 -6.877999999999999, -36.14 -6.928, -36.19 -6.928, -36.19 -6.877999999999999))"
1437,POINT (-36.165 -6.853),"POLYGON ((-36.19 -6.878, -36.14 -6.878, -36.14 -6.827999999999999, -36.19 -6.827999999999999, -36.19 -6.878))",Barra de Santa Rosa,"POLYGON ((-36.19 -6.827999999999999, -36.14 -6.827999999999999, -36.14 -6.878, -36.19 -6.878, -36.19 -6.827999999999999))"
1438,POINT (-36.165 -6.803),"POLYGON ((-36.19 -6.828, -36.14 -6.828, -36.14 -6.778, -36.19 -6.778, -36.19 -6.828))",Barra de Santa Rosa,"POLYGON ((-36.19 -6.778, -36.14 -6.778, -36.14 -6.828, -36.19 -6.828, -36.19 -6.778))"
1439,POINT (-36.165 -6.753),"POLYGON ((-36.19 -6.7780000000000005, -36.14 -6.7780000000000005, -36.14 -6.728, -36.19 -6.728, -36.19 -6.7780000000000005))",Barra de Santa Rosa,"POLYGON ((-36.19 -6.728, -36.14 -6.728, -36.14 -6.7780000000000005, -36.19 -6.7780000000000005, -36.19 -6.728))"
1440,POINT (-36.165 -6.703),"POLYGON ((-36.19 -6.728000000000001, -36.14 -6.728000000000001, -36.14 -6.678, -36.19 -6.678, -36.19 -6.728000000000001))",Barra de Santa Rosa,"POLYGON ((-36.19 -6.678, -36.14 -6.678, -36.14 -6.728000000000001, -36.19 -6.728000000000001, -36.19 -6.678))"
1441,POINT (-36.165 -6.653),"POLYGON ((-36.19 -6.678, -36.14 -6.678, -36.14 -6.627999999999999, -36.19 -6.627999999999999, -36.19 -6.678))",Cuité,"POLYGON ((-36.19 -6.627999999999999, -36.14 -6.627999999999999, -36.14 -6.678, -36.19 -6.678, -36.19 -6.627999999999999))"
1442,POINT (-36.165 -6.603),"POLYGON ((-36.19 -6.628, -36.14 -6.628, -36.14 -6.577999999999999, -36.19 -6.577999999999999, -36.19 -6.628))",Cuité,"POLYGON ((-36.19 -6.577999999999999, -36.14 -6.577999999999999, -36.14 -6.628, -36.19 -6.628, -36.19 -6.577999999999999))"
1443,POINT (-36.165 -6.553),"POLYGON ((-36.19 -6.578, -36.14 -6.578, -36.14 -6.528, -36.19 -6.528, -36.19 -6.578))",Cuité,"POLYGON ((-36.19 -6.528, -36.14 -6.528, -36.14 -6.578, -36.19 -6.578, -36.19 -6.528))"
1444,POINT (-36.165 -6.503),"POLYGON ((-36.19 -6.5280000000000005, -36.14 -6.5280000000000005, -36.14 -6.478, -36.19 -6.478, -36.19 -6.5280000000000005))",Cuité,"POLYGON ((-36.19 -6.478, -36.14 -6.478, -36.14 -6.5280000000000005, -36.19 -6.5280000000000005, -36.19 -6.478))"
1445,POINT (-36.165 -6.453),"POLYGON ((-36.19 -6.478000000000001, -36.14 -6.478000000000001, -36.14 -6.428, -36.19 -6.428, -36.19 -6.478000000000001))",Cuité,"POLYGON ((-36.17412999999942 -6.430359999998473, -36.16080727942142 -6.428, -36.14 -6.428, -36.14 -6.478000000000001, -36.19 -6.478000000000001, -36.19 -6.431139354185964, -36.17412999999942 -6.430359999998473))"
1446,POINT (-36.165 -6.403),"POLYGON ((-36.19 -6.428, -36.14 -6.428, -36.14 -6.377999999999999, -36.19 -6.377999999999999, -36.19 -6.428))",Cuité,"POLYGON ((-36.143419999998514 -6.424919999997655, -36.14 -6.425313361141778, -36.14 -6.428, -36.16080727942142 -6.428, -36.143419999998514 -6.424919999997655))"
1447,POINT (-36.115 -7.803),"POLYGON ((-36.14 -7.828, -36.09 -7.828, -36.09 -7.778, -36.14 -7.778, -36.14 -7.828))",Alcantil,"POLYGON ((-36.103039999998146 -7.779019999998127, -36.11693999999807 -7.785369999997783, -36.12648999999874 -7.78378999999768, -36.14 -7.781634930512096, -36.14 -7.778, -36.09 -7.778, -36.09 -7.779604107037457, -36.103039999998146 -7.779019999998127))"
1448,POINT (-36.115 -7.753),"POLYGON ((-36.14 -7.7780000000000005, -36.09 -7.7780000000000005, -36.09 -7.728, -36.14 -7.728, -36.14 -7.7780000000000005))",Alcantil,"POLYGON ((-36.14 -7.728, -36.09 -7.728, -36.09 -7.7780000000000005, -36.14 -7.7780000000000005, -36.14 -7.728))"
1449,POINT (-36.115 -7.703),"POLYGON ((-36.14 -7.728000000000001, -36.09 -7.728000000000001, -36.09 -7.678, -36.14 -7.678, -36.14 -7.728000000000001))",Alcantil,"POLYGON ((-36.14 -7.678, -36.09 -7.678, -36.09 -7.728000000000001, -36.14 -7.728000000000001, -36.14 -7.678))"
1450,POINT (-36.115 -7.653),"POLYGON ((-36.14 -7.678, -36.09 -7.678, -36.09 -7.627999999999999, -36.14 -7.627999999999999, -36.14 -7.678))",Alcantil,"POLYGON ((-36.14 -7.627999999999999, -36.09 -7.627999999999999, -36.09 -7.678, -36.14 -7.678, -36.14 -7.627999999999999))"
1451,POINT (-36.115 -7.603),"POLYGON ((-36.14 -7.628, -36.09 -7.628, -36.09 -7.577999999999999, -36.14 -7.577999999999999, -36.14 -7.628))",Alcantil,"POLYGON ((-36.14 -7.577999999999999, -36.09 -7.577999999999999, -36.09 -7.628, -36.14 -7.628, -36.14 -7.577999999999999))"
1452,POINT (-36.115 -7.553),"POLYGON ((-36.14 -7.578, -36.09 -7.578, -36.09 -7.528, -36.14 -7.528, -36.14 -7.578))",Barra de Santana,"POLYGON ((-36.14 -7.528, -36.09 -7.528, -36.09 -7.578, -36.14 -7.578, -36.14 -7.528))"
1453,POINT (-36.115 -7.503),"POLYGON ((-36.14 -7.5280000000000005, -36.09 -7.5280000000000005, -36.09 -7.478, -36.14 -7.478, -36.14 -7.5280000000000005))",Boqueirão,"POLYGON ((-36.14 -7.478, -36.09 -7.478, -36.09 -7.5280000000000005, -36.14 -7.5280000000000005, -36.14 -7.478))"
1454,POINT (-36.115 -7.453),"POLYGON ((-36.14 -7.478000000000001, -36.09 -7.478000000000001, -36.09 -7.428, -36.14 -7.428, -36.14 -7.478000000000001))",Boqueirão,"POLYGON ((-36.14 -7.428, -36.09 -7.428, -36.09 -7.478000000000001, -36.14 -7.478000000000001, -36.14 -7.428))"
1455,POINT (-36.115 -7.403),"POLYGON ((-36.14 -7.428, -36.09 -7.428, -36.09 -7.377999999999999, -36.14 -7.377999999999999, -36.14 -7.428))",Boqueirão,"POLYGON ((-36.14 -7.377999999999999, -36.09 -7.377999999999999, -36.09 -7.428, -36.14 -7.428, -36.14 -7.377999999999999))"
1456,POINT (-36.115 -7.353),"POLYGON ((-36.14 -7.378, -36.09 -7.378, -36.09 -7.327999999999999, -36.14 -7.327999999999999, -36.14 -7.378))",Boa Vista,"POLYGON ((-36.14 -7.327999999999999, -36.09 -7.327999999999999, -36.09 -7.378, -36.14 -7.378, -36.14 -7.327999999999999))"
1457,POINT (-36.115 -7.303),"POLYGON ((-36.14 -7.328, -36.09 -7.328, -36.09 -7.278, -36.14 -7.278, -36.14 -7.328))",Boa Vista,"POLYGON ((-36.14 -7.278, -36.09 -7.278, -36.09 -7.328, -36.14 -7.328, -36.14 -7.278))"
1458,POINT (-36.115 -7.253),"POLYGON ((-36.14 -7.2780000000000005, -36.09 -7.2780000000000005, -36.09 -7.228, -36.14 -7.228, -36.14 -7.2780000000000005))",Boa Vista,"POLYGON ((-36.14 -7.228, -36.09 -7.228, -36.09 -7.2780000000000005, -36.14 -7.2780000000000005, -36.14 -7.228))"
1459,POINT (-36.115 -7.203),"POLYGON ((-36.14 -7.228000000000001, -36.09 -7.228000000000001, -36.09 -7.178, -36.14 -7.178, -36.14 -7.228000000000001))",Boa Vista,"POLYGON ((-36.14 -7.178, -36.09 -7.178, -36.09 -7.228000000000001, -36.14 -7.228000000000001, -36.14 -7.178))"
1460,POINT (-36.115 -7.153),"POLYGON ((-36.14 -7.178, -36.09 -7.178, -36.09 -7.127999999999999, -36.14 -7.127999999999999, -36.14 -7.178))",Boa Vista,"POLYGON ((-36.14 -7.127999999999999, -36.09 -7.127999999999999, -36.09 -7.178, -36.14 -7.178, -36.14 -7.127999999999999))"
1461,POINT (-36.115 -7.103),"POLYGON ((-36.14 -7.128, -36.09 -7.128, -36.09 -7.077999999999999, -36.14 -7.077999999999999, -36.14 -7.128))",Pocinhos,"POLYGON ((-36.14 -7.077999999999999, -36.09 -7.077999999999999, -36.09 -7.128, -36.14 -7.128, -36.14 -7.077999999999999))"
1462,POINT (-36.115 -7.053),"POLYGON ((-36.14 -7.078, -36.09 -7.078, -36.09 -7.028, -36.14 -7.028, -36.14 -7.078))",Pocinhos,"POLYGON ((-36.14 -7.028, -36.09 -7.028, -36.09 -7.078, -36.14 -7.078, -36.14 -7.028))"
1463,POINT (-36.115 -7.003),"POLYGON ((-36.14 -7.0280000000000005, -36.09 -7.0280000000000005, -36.09 -6.978, -36.14 -6.978, -36.14 -7.0280000000000005))",Pocinhos,"POLYGON ((-36.14 -6.978, -36.09 -6.978, -36.09 -7.0280000000000005, -36.14 -7.0280000000000005, -36.14 -6.978))"
1464,POINT (-36.115 -6.953),"POLYGON ((-36.14 -6.978000000000001, -36.09 -6.978000000000001, -36.09 -6.928, -36.14 -6.928, -36.14 -6.978000000000001))",Algodão de Jandaíra,"POLYGON ((-36.14 -6.928, -36.09 -6.928, -36.09 -6.978000000000001, -36.14 -6.978000000000001, -36.14 -6.928))"
1465,POINT (-36.115 -6.903),"POLYGON ((-36.14 -6.928, -36.09 -6.928, -36.09 -6.877999999999999, -36.14 -6.877999999999999, -36.14 -6.928))",Algodão de Jandaíra,"POLYGON ((-36.14 -6.877999999999999, -36.09 -6.877999999999999, -36.09 -6.928, -36.14 -6.928, -36.14 -6.877999999999999))"
1466,POINT (-36.115 -6.853),"POLYGON ((-36.14 -6.878, -36.09 -6.878, -36.09 -6.827999999999999, -36.14 -6.827999999999999, -36.14 -6.878))",Barra de Santa Rosa,"POLYGON ((-36.14 -6.827999999999999, -36.09 -6.827999999999999, -36.09 -6.878, -36.14 -6.878, -36.14 -6.827999999999999))"
1467,POINT (-36.115 -6.803),"POLYGON ((-36.14 -6.828, -36.09 -6.828, -36.09 -6.778, -36.14 -6.778, -36.14 -6.828))",Barra de Santa Rosa,"POLYGON ((-36.14 -6.778, -36.09 -6.778, -36.09 -6.828, -36.14 -6.828, -36.14 -6.778))"
1468,POINT (-36.115 -6.753),"POLYGON ((-36.14 -6.7780000000000005, -36.09 -6.7780000000000005, -36.09 -6.728, -36.14 -6.728, -36.14 -6.7780000000000005))",Barra de Santa Rosa,"POLYGON ((-36.14 -6.728, -36.09 -6.728, -36.09 -6.7780000000000005, -36.14 -6.7780000000000005, -36.14 -6.728))"
1469,POINT (-36.115 -6.703),"POLYGON ((-36.14 -6.728000000000001, -36.09 -6.728000000000001, -36.09 -6.678, -36.14 -6.678, -36.14 -6.728000000000001))",Barra de Santa Rosa,"POLYGON ((-36.14 -6.678, -36.09 -6.678, -36.09 -6.728000000000001, -36.14 -6.728000000000001, -36.14 -6.678))"
1470,POINT (-36.115 -6.653),"POLYGON ((-36.14 -6.678, -36.09 -6.678, -36.09 -6.627999999999999, -36.14 -6.627999999999999, -36.14 -6.678))",Barra de Santa Rosa,"POLYGON ((-36.14 -6.627999999999999, -36.09 -6.627999999999999, -36.09 -6.678, -36.14 -6.678, -36.14 -6.627999999999999))"
1471,POINT (-36.115 -6.603),"POLYGON ((-36.14 -6.628, -36.09 -6.628, -36.09 -6.577999999999999, -36.14 -6.577999999999999, -36.14 -6.628))",Cuité,"POLYGON ((-36.14 -6.577999999999999, -36.09 -6.577999999999999, -36.09 -6.628, -36.14 -6.628, -36.14 -6.577999999999999))"
1472,POINT (-36.115 -6.553),"POLYGON ((-36.14 -6.578, -36.09 -6.578, -36.09 -6.528, -36.14 -6.528, -36.14 -6.578))",Cuité,"POLYGON ((-36.14 -6.528, -36.09 -6.528, -36.09 -6.578, -36.14 -6.578, -36.14 -6.528))"
1473,POINT (-36.115 -6.503),"POLYGON ((-36.14 -6.5280000000000005, -36.09 -6.5280000000000005, -36.09 -6.478, -36.14 -6.478, -36.14 -6.5280000000000005))",Cuité,"POLYGON ((-36.14 -6.478, -36.09 -6.478, -36.09 -6.5280000000000005, -36.14 -6.5280000000000005, -36.14 -6.478))"
1474,POINT (-36.115 -6.453),"POLYGON ((-36.14 -6.478000000000001, -36.09 -6.478000000000001, -36.09 -6.428, -36.14 -6.428, -36.14 -6.478000000000001))",Cuité,"POLYGON ((-36.10985999999866 -6.428779999998369, -36.10912841379306 -6.428, -36.09 -6.428, -36.09 -6.478000000000001, -36.14 -6.478000000000001, -36.14 -6.428, -36.11664155438734 -6.428, -36.10985999999866 -6.428779999998369))"
1475,POINT (-36.115 -6.403),"POLYGON ((-36.14 -6.428, -36.09 -6.428, -36.09 -6.377999999999999, -36.14 -6.377999999999999, -36.14 -6.428))",Cuité,"MULTIPOLYGON (((-36.10713999999825 -6.42587999999887, -36.10277999999926 -6.421149999998306, -36.09824 -6.419519999997647, -36.0961499999994 -6.419859999998152, -36.09576999999808 -6.419799999997849, -36.09 -6.417112264956631, -36.09 -6.428, -36.10912841379306 -6.428, -36.10713999999825 -6.42587999999887)), ((-36.11664155438734 -6.428, -36.14 -6.428, -36.14 -6.425313361141778, -36.11664155438734 -6.428)))"
1476,POINT (-36.065 -7.803),"POLYGON ((-36.089999999999996 -7.828, -36.04 -7.828, -36.04 -7.778, -36.089999999999996 -7.778, -36.089999999999996 -7.828))",Alcantil,"POLYGON ((-36.04291999999805 -7.793249999998807, -36.053539999998975 -7.80094999999892, -36.068659999999 -7.780559999999241, -36.089999999999996 -7.779604107037457, -36.089999999999996 -7.778, -36.04 -7.778, -36.04 -7.794192295916426, -36.04291999999805 -7.793249999998807))"
1477,POINT (-36.065 -7.753),"POLYGON ((-36.089999999999996 -7.7780000000000005, -36.04 -7.7780000000000005, -36.04 -7.728, -36.089999999999996 -7.728, -36.089999999999996 -7.7780000000000005))",Alcantil,"POLYGON ((-36.089999999999996 -7.728, -36.04 -7.728, -36.04 -7.7780000000000005, -36.089999999999996 -7.7780000000000005, -36.089999999999996 -7.728))"
1478,POINT (-36.065 -7.703),"POLYGON ((-36.089999999999996 -7.728000000000001, -36.04 -7.728000000000001, -36.04 -7.678, -36.089999999999996 -7.678, -36.089999999999996 -7.728000000000001))",Alcantil,"POLYGON ((-36.089999999999996 -7.678, -36.04 -7.678, -36.04 -7.728000000000001, -36.089999999999996 -7.728000000000001, -36.089999999999996 -7.678))"
1479,POINT (-36.065 -7.653),"POLYGON ((-36.089999999999996 -7.678, -36.04 -7.678, -36.04 -7.627999999999999, -36.089999999999996 -7.627999999999999, -36.089999999999996 -7.678))",Alcantil,"POLYGON ((-36.089999999999996 -7.627999999999999, -36.04 -7.627999999999999, -36.04 -7.678, -36.089999999999996 -7.678, -36.089999999999996 -7.627999999999999))"
1480,POINT (-36.065 -7.603),"POLYGON ((-36.089999999999996 -7.628, -36.04 -7.628, -36.04 -7.577999999999999, -36.089999999999996 -7.577999999999999, -36.089999999999996 -7.628))",Alcantil,"POLYGON ((-36.089999999999996 -7.577999999999999, -36.04 -7.577999999999999, -36.04 -7.628, -36.089999999999996 -7.628, -36.089999999999996 -7.577999999999999))"
1481,POINT (-36.065 -7.553),"POLYGON ((-36.089999999999996 -7.578, -36.04 -7.578, -36.04 -7.528, -36.089999999999996 -7.528, -36.089999999999996 -7.578))",Barra de Santana,"POLYGON ((-36.089999999999996 -7.528, -36.04 -7.528, -36.04 -7.578, -36.089999999999996 -7.578, -36.089999999999996 -7.528))"
1482,POINT (-36.065 -7.503),"POLYGON ((-36.089999999999996 -7.5280000000000005, -36.04 -7.5280000000000005, -36.04 -7.478, -36.089999999999996 -7.478, -36.089999999999996 -7.5280000000000005))",Barra de Santana,"POLYGON ((-36.089999999999996 -7.478, -36.04 -7.478, -36.04 -7.5280000000000005, -36.089999999999996 -7.5280000000000005, -36.089999999999996 -7.478))"
1483,POINT (-36.065 -7.453),"POLYGON ((-36.089999999999996 -7.478000000000001, -36.04 -7.478000000000001, -36.04 -7.428, -36.089999999999996 -7.428, -36.089999999999996 -7.478000000000001))",Barra de Santana,"POLYGON ((-36.089999999999996 -7.428, -36.04 -7.428, -36.04 -7.478000000000001, -36.089999999999996 -7.478000000000001, -36.089999999999996 -7.428))"
1484,POINT (-36.065 -7.403),"POLYGON ((-36.089999999999996 -7.428, -36.04 -7.428, -36.04 -7.377999999999999, -36.089999999999996 -7.377999999999999, -36.089999999999996 -7.428))",Caturité,"POLYGON ((-36.089999999999996 -7.377999999999999, -36.04 -7.377999999999999, -36.04 -7.428, -36.089999999999996 -7.428, -36.089999999999996 -7.377999999999999))"
1485,POINT (-36.065 -7.353),"POLYGON ((-36.089999999999996 -7.378, -36.04 -7.378, -36.04 -7.327999999999999, -36.089999999999996 -7.327999999999999, -36.089999999999996 -7.378))",Campina Grande,"POLYGON ((-36.089999999999996 -7.327999999999999, -36.04 -7.327999999999999, -36.04 -7.378, -36.089999999999996 -7.378, -36.089999999999996 -7.327999999999999))"
